id,code,AggIndex,SMILES,inventor,color_in_powder,patent,reference,molecular_weight,absorption,emission_sol,emission_solid,emission_aggr,emission_crys,qy_sol,qy_solid,qy_aggr,qy_crys,tau_sol,tau_solid,tau_aggr,tau_crys,features_id,mechanism_id,photostability,solubility_carbohyd,solubility_dmsodmf,solubility_enol,solubility_halogen,solubility_mecnacetone,solubility_thfea,solubility_toluene,solubility_water,corresponding_author,molar_aggr,molar_crys,molar_sol,molar_solid,thermostability,report_year,application1,application2,application3,application4,pka,comment,doi,tested_solvent
2235,PDAD-SFAC,,O=C1C2=C(C=C(N3C(C=CC=C4)=C4C(C5=C6C=CC=C5)(C7=CC=CC=C76)C8=C3C=CC=C8)C=C2)N(C9=CC=CN=C9)C%10=CC=CC=C%101,Jingwen Xu,green,,"J.Mater.Chem.C,2021,9,15505–15510",601,390,508,503,482,,18.7,24.9,,,,,,,other,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2021,OLED,,,,7,,10.1039/d1tc03937g,THF
2236,3-BCP-BP-PXZ,,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=CC=C(Br)C=C86,Jingwen Xu ,yellow,,"Adv.OpticalMater.2022,2102568",607,327,580,521,540,,1.5,61,,,,,,,AIDF,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2022,OLED,,,,7,,10.1002/adom.202102568,THF
2237,9-BCP-BP-PXZ,,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=C(Br)C=C7)C8=CC=CC=C86,Jingwen Xu ,yellow,,"Adv.OpticalMater.2022,2102568",607,328,578,531,540,,1.6,53.4,,,,,,,AIDF,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2022,OLED,,,,7,,10.1002/adom.202102568,THF
2238,"3,9-BCP-BP-PXZ",,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=C(Br)C=C7)C8=CC=C(Br)C=C86,Jingwen Xu ,yellow,,"Adv.OpticalMater.2022,2102568",686,326,578,540,,,1.8,50.7,,,,,,,AIDF,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2022,OLED,,,,7,,10.1002/adom.202102568,THF
2239,VP-[2]BFu,,C=CC1=CC=CC=C1C2=CC3=CC=CC=C3O2,Zeyan Zhuang,colorless liquid,,"CCSChem.2022,4,286-303",220,303,383,,,,62.9,,,,4.2,,,,other,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,27000,,,2021,biotechnologic applications,,,,,,10.31635/ccschem.021.202000677,THF
2240,CP-2-BBP-PXZ,,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1Br)C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=CC=CC=C86,Jingwen Xu ,yellow,,"Adv.OpticalMater.2022,2102568",607,332,581,537,,,1.6,35.6,,,,,,,AIDF,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2022,OLED,,,,7,,10.1002/adom.202102568,THF
2241,CP-3-BBP-PXZ,,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C(Br)=C1)C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=CC=CC=C86,Jingwen Xu ,yellow,,"Adv.OpticalMater.2022,2102568",607,331,590,547,,,1.3,16.1,,,,,,,AIDF,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2022,OLED,,,,7,,10.1002/adom.202102568,THF
2242,CP-BP-BPXZ,,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC(Br)=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=CC=CC=C86,Jingwen Xu ,yellow,,"Adv.OpticalMater.2022,2102568",607,331,575,525,,,1.9,23.5,,,,,,,AIDF,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2022,OLED,,,,7,,10.1002/adom.202102568,THF
2243,DMACP-TTDO,,O=S1(C2=C(SC(C3=CC=C(N(C4=CC=CC=C4C5(C)C)C6=C5C=CC=C6)C=C3)=C2C7=CC=C(C(C)(C)C)C=C7)C(C8=CC=C(C(C)(C)C)C=C8)=C1C9=CC=C(N(C%10=CC=CC=C%10C%11(C)C)C%12=C%11C=CC=C%12)C=C9)=O,Bin Chen,,,"DyesPigment.2018,159,275-282",1003,403,581,605,585,,2.1,44.3,,,1.61,13.96,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2018,OLED,,,,,,10.1016/j.dyepig.2018.04.069,THF
2244,MFDMS,,CC1(C)C2=C(C=CC=C2)C3=C1C=C(C4=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C(C7=CC8=C(C=C7)C9=C(C=CC=C9)C8(C)C)[Si]4(C)C)C=C3,Bin Chen,,,"Chem.-Eur.J.2014,20(7),1931-1939",647,396,412,523,,,2.5,75,,,,,,,AIE,other,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/chem.201303259,THF
2245,MFMPS,,CC1(C)C2=C(C=CC=C2)C3=C1C=C(C4=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C(C7=CC8=C(C=C7)C9=C(C=CC=C9)C8(C)C)[Si]4(C%10=CC=CC=C%10)C)C=C3,Bin Chen,,,"Chem.-Eur.J.2014,20(7),1931-1939",709,401,411,534,520,,2.6,88,,,,,,,AIE,other,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/chem.201303259,THF
2246,PFDMS,,C[Si]1(C)C(C(C=C2)=CC3=C2C(C=CC=C4)=C4C3(C5=CC=CC=C5)C6=CC=CC=C6)=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=C1C9=CC%10=C(C=C9)C%11=C(C=CC=C%11)C%10(C%12=CC=CC=C%12)C%13=CC=CC=C%13,Bin Chen,,,"Chem.-Eur.J.2014,20(7),1931-1939",895,391,419,522,,,3.3,80,,,,,,,AIE,other,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/chem.201303259,THF
2247,PFMPS,,C[Si]1(C2=CC=CC=C2)C(C(C=C3)=CC4=C3C(C=CC=C5)=C5C4(C6=CC=CC=C6)C7=CC=CC=C7)=C(C8=CC=CC=C8)C(C9=CC=CC=C9)=C1C%10=CC%11=C(C=C%10)C%12=C(C=CC=C%12)C%11(C%13=CC=CC=C%13)C%14=CC=CC=C%14,Bin Chen,,,"Chem.-Eur.J.2014,20(7),1931-1939",957,399,414,533,,,5.4,86,,,,,,,AIE,other,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/chem.201303259,THF
2248,SFDMS,,C[Si]1(C)C(C(C=C2)=CC3=C2C(C=CC=C4)=C4C35C6=CC=CC=C6C7=C5C=CC=C7)=C(C8=CC=CC=C8)C(C9=CC=CC=C9)=C1C%10=CC%11=C(C=C%10)C%12=C(C=CC=C%12)C%11%13C%14=CC=CC=C%14C%15=C%13C=CC=C%15,Bin Chen,,,"Chem.-Eur.J.2014,20(7),1931-1939",891,397,417,521,,,5,85,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/chem.201303259,THF
2249,SFMPS,,C[Si]1(C2=CC=CC=C2)C(C(C=C3)=CC4=C3C(C=CC=C5)=C5C46C7=CC=CC=C7C8=C6C=CC=C8)=C(C9=CC=CC=C9)C(C%10=CC=CC=C%10)=C1C%11=CC%12=C(C=C%11)C%13=C(C=CC=C%13)C%12%14C%15=CC=CC=C%15C%16=C%14C=CC=C%16,Bin Chen,,,"Chem.-Eur.J.2014,20(7),1931-1939",953,402,415,535,520,,4.8,76,,,,,,,AIE,other,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/chem.201303259,THF
2250,NpDMS,,C[Si]1(C)C(C2=CC3=C(C=CC=C3)C=C2)=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=C1C6=CC(C=CC=C7)=C7C=C6,Bin Chen,,,"Chem.Commun.,2014,50,4500-4503",514,377,505,500,509,,2.2,48,,,,,,,AIE,other,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1039/c4cc00653d,THF
2251,NpMPS,,C[Si]1(C(C2=CC3=C(C=C2)C=CC=C3)=C(C(C4=CC=CC=C4)=C1C5=CC6=C(C=C5)C=CC=C6)C7=CC=CC=C7)C8=CC=CC=C8,Bin Chen,,,"Chem.Commun.,2014,50,4500-4503",576,382,508,515,515,,2.4,37,,,,,,,AIE,other,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1039/c4cc00653d,THF
2252,VP-[2]BTh,,C=CC1=CC=CC=C1C2=CC3=CC=CC=C3S2,Zeyan Zhuang,colorless liquid,,"CCSChem.2022,4,286-303",236,292,376,,,,,,,,,,,,other,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,12000,,,2021,biotechnologic applications,,,,,,10.31635/ccschem.021.202000677,THF
2253,AnDMS,,C[Si]1(C)C(C2=CC3=C(C=C(C=CC=C4)C4=C3)C=C2)=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C1C7=CC(C=C(C=CC=C8)C8=C9)=C9C=C7,Bin Chen,,,"Chem.Commun.,2014,50,4500-4503",614,415,436,533,546,,12,16,,,,,,,AIE,other,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1039/c4cc00653d,THF
2254,AnMPS,,C[Si]1(C2=CC=CC=C2)C(C3=CC4=C(C=C(C=CC=C5)C5=C4)C=C3)=C(C6=CC=CC=C6)C(C7=CC=CC=C7)=C1C8=CC(C=C(C=CC=C9)C9=C%10)=C%10C=C8,Bin Chen,,,"Chem.Commun.,2014,50,4500-4503",676,420,444,559,558,,11,14,,,,,,,AIE,other,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1039/c4cc00653d,THF
2255,TPE-TAPBI,,CC(C)(C)C1=CC=C(C(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C5=CC=CC=C5)C=C2)=C(C=C(C(C)(C)C)C=C6)C6=C7C8=CC=C(C9=NC(C=CC=C%10)=C%10N9C%11=CC=CC=C%11)C=C8)C7=C1,Bin Chen,,,"Adv.Funct.Mater.2018,28(40),1803369",889,395,445,459,452,,3.9,64.2,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Jianhua Zou, Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2018,OLED,,,,,,10.1002/adfm.201803369,THF
2256,TPE4Mes,,CCCCCC(CC1)CCC1C(C=C2)=CC=C2C#CC(C=C3)=CC=C3OCCCCCCCCCCCCOC(C=C4)=CC=C4/C(C5=CC=C(OCCCCCCCCCCCCOC6=CC=C(C#CC7=CC=C(C8CCC(CCCCC)CC8)C=C7)C=C6)C=C5)=C(C9=CC=C(OCCCCCCCCCCCCOC%10=CC=C(C#CC%11=CC=C(C%12CCC(CCCCC)CC%12)C=C%11)C=C%10)C=C9)C%13=CC=C(OCCCCCCCCCCCCOC%14=CC=C(C#CC%15=CC=C(C%16CCC(CCCCC)CC%16)C=C%15)C=C%14)C=C%13,Wangzhang Yuan,,,"J.Mater.Chem.,2012,22,3323-3326",2447.7,313,340,,380,,0.99,67.4,,,,,,,AIE,neutral aromatic,,,1,,1,,1,,0,Tang Ben Zhong,,,,,,2012,luminescent liquid crystals,,,,,,10.1039/c2jm15712h,THF
2257,TriPE-TAPBI,,[H]/C(C(C=C1)=CC=C1C2=C(C=C(C(C)(C)C)C=C3)C3=C(C4=CC=C(C5=NC(C=CC=C6)=C6N5C7=CC=CC=C7)C=C4)C8=CC(C(C)(C)C)=CC=C82)=C(C9=CC=CC=C9)/C%10=CC=CC=C%10,Bin Chen,,,"Adv.Funct.Mater.2018,28(40),1803369",813,395,451,460,460,,72.4,47.8,,,2.6,2.28,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Jianhua Zou, Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2018,OLED,,,,,,10.1002/adfm.201803369,THF
2259,FDMS,,C[Si]1(C)C(C2=CC=C(C(C=CC=C3)=C3C4)C4=C2)=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C1C7=CC(CC8=C9C=CC=C8)=C9C=C7,Bin Chen,,,"Chem.AsianJ.2014,9,2937–2945",590,388,410,522,,,2.6,52,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/asia.201402468,THF
2260,FMPS,,C[Si]1(C2=CC=CC=C2)C(C3=CC=C(C(C=CC=C4)=C4C5)C5=C3)=C(C6=CC=CC=C6)C(C7=CC=CC=C7)=C1C8=CC(CC9=C%10C=CC=C9)=C%10C=C8,Bin Chen,,,"Chem.AsianJ.2014,9,2937–2945",652,391,409,535,,,2.7,50,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/asia.201402468,THF
2261,FrDMS,,C[Si]1(C)C(C2=C3C(C4=CC=C3)=C(C5=C4C=CC=C5)C=C2)=C(C6=CC=CC=C6)C(C7=CC=CC=C7)=C1C8=C(C=CC=C9C%10=C%11C=CC=C%10)C9=C%11C=C8,Bin Chen,,,"Chem.AsianJ.2014,9,2937–2945",662,378,500,531,,,1.2,21,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/asia.201402468,THF
2262,FrMPS,,C[Si]1(C2=CC=CC=C2)C(C3=C4C(C5=CC=C4)=C(C6=C5C=CC=C6)C=C3)=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=C1C9=C(C=CC=C%10C%11=C%12C=CC=C%11)C%10=C%12C=C9,Bin Chen,,,"Chem.AsianJ.2014,9,2937–2945",724,377,509,527,,,1.7,33,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/asia.201402468,THF
2263,NpDMS,,C[Si]1(C)C(C2=CC3=C(C=CC=C3)C=C2)=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=C1C6=CC(C=CC=C7)=C7C=C6,Bin Chen,,,"Chem.AsianJ.2014,9,2937–2945",514,377,505,500,,,2.2,48,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/asia.201402468,THF
2264,NpMPS,,C[Si]1(C2=CC=CC=C2)C(C3=CC4=C(C=CC=C4)C=C3)=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C1C7=CC(C=CC=C8)=C8C=C7,Bin Chen,,,"Chem.AsianJ.2014,9,2937–2945",576,382,508,515,,,2.4,37,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/asia.201402468,THF
2265,PyDMS,,C[Si]1(C)C(C2=C3C(C(C(C=C3)=CC=C4)=C4C=C5)=C5C=C2)=C(C6=CC=CC=C6)C(C7=CC=CC=C7)=C1C8=C(C=CC9=C%10C(C=C%11)=CC=C9)C%10=C%11C=C8,Bin Chen,,,"Chem.AsianJ.2014,9,2937–2945",662,361,443,526,,,2.6,19,,,,,,,AIE,ESIPT,1,,1,1,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/asia.201402468,THF
2266,PyMPS,,C[Si]1(C2=CC=CC=C2)C(C3=C4C(C(C(C=C4)=CC=C5)=C5C=C6)=C6C=C3)=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=C1C9=C(C=CC%10=C%11C(C=C%12)=CC=C%10)C%11=C%12C=C9,Bin Chen,,,"Chem.AsianJ.2014,9,2937–2945",724,360,448,532,550,,3.9,22,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/asia.201402468,THF
2267,AnDMS,,C[Si]1(C)C(C2=CC3=C(C=C(C=CC=C4)C4=C3)C=C2)=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C1C7=CC(C=C(C=CC=C8)C8=C9)=C9C=C7,Bin Chen,,,"Chem.AsianJ.2014,9,2937–2945",614,415,436,533,,,12,16,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/asia.201402468,THF
2268,AnMPS,,C[Si]1(C2=CC=CC=C2)C(C3=CC4=C(C=C(C=CC=C5)C5=C4)C=C3)=C(C6=CC=CC=C6)C(C7=CC=CC=C7)=C1C8=CC(C=C(C=CC=C9)C9=C%10)=C%10C=C8,Bin Chen,,,"Chem.AsianJ.2014,9,2937–2945",676,420,444,559,,,11,14,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Zhao, Zujin; Tang, Ben-Zhong",,,,,1,2014,OLED,,,,,,10.1002/asia.201402468,THF
2269,(MesB)2DFTPS,,C[Si]1(C2=CC=CC=C2)C(C3=CC=C(B(C4=C(C)C=C(C)C=C4C)C5=C(C)C=C(C)C=C5C)O3)=C(C6=CC=CC=C6)C(C7=CC=CC=C7)=C1C8=CC=C(B(C9=C(C)C=C(C)C=C9C)C%10=C(C)C=C(C)C=C%10C)O8,Bin Chen,,,"Sci.China-Chem.2016,59(6),699-706",953,484,559,574,560,,3.4,3,,,1.49,1.53,,,other,other,1,,1,0,1,1,1,1,0,ZHAO Zujin; TANG Ben Zhong,,,,,1,2016,OLED,,,,,,10.1007/s11426-015-0543-3,THF
2270,(MesB)2DTTPS,,C[Si]1(C2=CC=CC=C2)C(C3=CC=C(B(C4=C(C)C=C(C)C=C4C)C5=C(C)C=C(C)C=C5C)S3)=C(C6=CC=CC=C6)C(C7=CC=CC=C7)=C1C8=CC=C(B(C9=C(C)C=C(C)C=C9C)C%10=C(C)C=C(C)C=C%10C)S8,Bin Chen,,,"Sci.China-Chem.2016,59(6),699-706",985,483,568,587,590,,5.1,27,,,1.18,1.92,,,other,other,1,,1,0,1,1,1,1,0,ZHAO Zujin; TANG Ben Zhong,,,,,1,2016,OLED,,,,,,10.1007/s11426-015-0543-3,THF
2271,(MesB)2DSTPS,,C[Si]1(C2=CC=CC=C2)C(C3=CC=C(B(C4=C(C)C=C(C)C=C4C)C5=C(C)C=C(C)C=C5C)[Se]3)=C(C6=CC=CC=C6)C(C7=CC=CC=C7)=C1C8=CC=C(B(C9=C(C)C=C(C)C=C9C)C%10=C(C)C=C(C)C=C%10C)[Se]8,Bin Chen,,,"Sci.China-Chem.2016,59(6),699-706",1079,498,589,607,600,,1.3,4.7,,,1.15,1.25,,,other,other,1,,1,0,1,1,1,1,0,ZHAO Zujin; TANG Ben Zhong,,,,,1,2016,OLED,,,,,,10.1007/s11426-015-0543-3,THF
2272,TP-TTDO,,O=S(C1=C2SC(C3=CC=CC=C3)=C1C4=CC=CC=C4)(C(C5=CC=CC=C5)=C2C6=CC=CC=C6)=O,Bin Chen,,,"J.Mater.Chem.C2017,5(4),960-968",476.09,393,508,507,525,,0.6,49.3,,,0.37,4.48,,,other,other,1,,1,0,1,1,1,1,0,ZHAO Zujin; TANG Ben Zhong,,,,,1,2017,optoelectronic applications,,,,,,10.1039/c6tc05116b,THF
2273,bp2TPEth,,O=C(CCCCCN1C=C(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)/C5=CC=CC=C5)C=C2)N=N1)OC6=CC=C(C=C6)C7=CC=C(OC(CCCCCN8C=C(C9=CC=C(/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)/C%12=CC=CC=C%12)C=C9)N=N8)=O)C=C7,Wangzhang Yuan,white,,"J.Mater.Chem.,2012,22,10472–10479",1177.46,322,480,,480,,0.54,100,,,0.75,,4.44,,AIE,neutral aromatic,,,1,,1,1,1,,0,TANG Ben Zhong,20833,,,,,2012, fluorescent (helical) nanofibers,,,,,,10.1039/c2jm30620d,THF
2274,(MesB)2DMTPS,,CC1=CC(C)=CC(C)=C1B(C2=C(C)C=C(C)C=C2C)C3=CC=C(C4=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C(C7=CC=C(B(C8=C(C)C=C(C)C=C8C)C9=C(C)C=C(C)C=C9C)C=C7)[Si]4(C)C)C=C3,Long Chen,,,"Adv.Funct.Mater.2014,24,3621-3630",910,392,512,516,520,,,,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,"Zujin Zhao ,and Ben Zhong Tang",,,,,1,2014,OLED,,,,,,10.1002/adfm.201303867,THF
2275,(MesB)2MPPS,,CC1=CC(C)=CC(C)=C1B(C2=C(C)C=C(C)C=C2C)C3=CC=C(C4=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C(C7=CC=C(B(C8=C(C)C=C(C)C=C8C)C9=C(C)C=C(C)C=C9C)C=C7)[Si]4(C)C%10=CC=CC=C%10)C=C3,Long Chen,,,"Adv.Funct.Mater.2014,24,3621-3630",973,395,516,524,530,,,,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0," Zujin Zhao , and Ben Zhong Tang",,,,,1,2014,OLED,,,,,,10.1002/adfm.201303867,THF
2276,TP-TTDO,,O=S(C1=C2SC(C3=CC=CC=C3)=C1C4=CC=CC=C4)(C(C5=CC=CC=C5)=C2C6=CC=CC=C6)=O,Bin Chen,,,"J.Mater.Chem.C2017,5(4),960-968",476.09,393,508,507,,,0.6,49.3,,,0.37,4.48,,,other,other,1,,1,0,1,1,1,1,0,ZHAO Zujin; TANG Ben Zhong,,,,,1,2017,,,,,,,10.1039/c6tc05116b,THF
2277,(MesB)2HPS,,CC1=CC(C)=CC(C)=C1B(C2=C(C)C=C(C)C=C2C)C3=CC=C(C4=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C(C7=CC=C(B(C8=C(C)C=C(C)C=C8C)C9=C(C)C=C(C)C=C9C)C=C7)[Si]4(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C=C3,Long Chen,,,"Adv.Funct.Mater.2014,24,3621-3630",1035,396,523,526,532,,,,,,,,,,AIE,ESIPT,1,,1,0,1,1,1,1,0," Zujin Zhao ,* and Ben Zhong Tang",,,,,1,2014,OLED,,,,,,10.1002/adfm.201303867,THF
2278,p-TMP-TTDO,,O=S(C1=C2SC(C3=CC=C(C)C=C3)=C1C4=CC=C(C)C=C4)(C(C5=CC=C(C)C=C5)=C2C6=CC=C(C)C=C6)=O,Bin Chen,,,"J.Mater.Chem.C2017,5(4),960-968",532.155,402,519,525,525,,0.8,62,,,0.41,2.91,,,other,other,1,,1,0,1,1,1,1,0,ZHAO Zujin; TANG Ben Zhong,,,,,1,2017,optoelectronic applications,,,,,,10.1039/c6tc05116b,THF
2279,o-TMP-TTDO,,O=S(C1=C2SC(C3=C(C)C=CC=C3)=C1C4=CC=CC=C4C)(C(C5=C(C)C=CC=C5)=C2C6=CC=CC=C6C)=O,Bin Chen,,,"J.Mater.Chem.C2017,5(4),960-968",532.15,361,482,487,500,,13.7,71.9,,,1.56,5.74,,,other,other,1,,1,0,1,1,1,1,0,ZHAO Zujin; TANG Ben Zhong,,,,,1,2017,optoelectronic applications,,,,,,10.1039/c6tc05116b,THF
2280,TTBP-TTDO,,O=S(C1=C2SC(C3=CC=C(C(C)(C)C)C=C3)=C1C4=CC=C(C(C)(C)C)C=C4)(C(C5=CC=C(C(C)(C)C)C=C5)=C2C6=CC=C(C(C)(C)C)C=C6)=O,Bin Chen,yellow ,,"J.Mater.Chem.C2017,5(4),960-968",700.34,404,509,515,,,2.2,62.9,,,1.85,4.23,,,other,other,1,,1,0,1,1,1,1,0,ZHAO Zujin; TANG Ben Zhong,,,,,1,2017,,,,,,,10.1039/c6tc05116b,THF
2281,TFP-TTDO,,O=S(C1=C2SC(C3=CC=C(F)C=C3)=C1C4=CC=C(F)C=C4)(C(C5=CC=C(F)C=C5)=C2C6=CC=C(F)C=C6)=O,Bin Chen,yellow ,,"J.Mater.Chem.C2017,5(4),960-968",548.05,393,504,507,,,0.7,36.4,,,1.38,3.25,,,other,other,1,,1,0,1,1,1,1,0,ZHAO Zujin; TANG Ben Zhong,,,,,1,2017,,,,,,,10.1039/c6tc05116b,THF
2282,TPA3TPAN,,N#C/C(C(C=C1)=CC=C1C(C=C2)=CC=C2N(C3=CC=C(C4=CC=C(/C(C#N)=C(C5=CC=CC=C5)/C6=CC=CC=C6)C=C4)C=C3)C7=CC=C(C8=CC=C(/C(C#N)=C(C9=CC=CC=C9)/C%10=CC=CC=C%10)C=C8)C=C7)=C(C%11=CC=CC=C%11)/C%12=CC=CC=C%12,Wang Zhang Yuan,yellow,,"Chem.Mater.,2012,24,1518-1528",1083.35,388,598,563,,,0.225,33.2,,,,,,,AIE,ICT,,,1,,1,,1,1,0,TANG Ben Zhong,,,,,,2012,OLED,,,,,,10.1021/cm300416y,THF
2283,TTFMP-TTDO,,O=S(C1=C2SC(C3=CC=C(C(F)(F)F)C=C3)=C1C4=CC=C(C(F)(F)F)C=C4)(C(C5=CC=C(C(F)(F)F)C=C5)=C2C6=CC=C(C(F)(F)F)C=C6)=O,Bin Chen,green,,"J.Mater.Chem.C2017,5(4),960-968",748.04,391,505,509,,,0.5,20.4,,,0.38,2.09,,,other,other,1,,1,0,1,,1,1,0,ZHAO Zujin; TANG Ben Zhong,,,,,1,2017,,,,,,,10.1039/c6tc05116b,THF
2284,m-TBP-TTDO,,O=S(C1=C2SC(C3=CC(C4=CC=CC=C4)=CC=C3)=C1C5=CC=CC(C6=CC=CC=C6)=C5)(C(C7=CC(C8=CC=CC=C8)=CC=C7)=C2C9=CC=CC(C%10=CC=CC=C%10)=C9)=O,Bin Chen,yellow,,"J.Mater.Chem.C2017,5(4),960-968",780.21,398,509,524,,,1.4,36.4,,,1.17,3.42,,,other,other,1,,1,0,1,1,1,1,0,ZHAO Zujin; TANG Ben Zhong,,,,,1,2017,,,,,,,10.1039/c6tc05116b,THF
